Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1771614339	271	1908	23380	0	1034496	6593	0	55	0	29682227	19316	8646765	3560	1	4198	8	128
1771614341	273	1908	23380	0	1034496	6593	0	55	0	29682909	19321	8647139	3564	1	4230	8	128
1771614343	274	1908	23380	0	1034496	6593	0	55	0	29684003	19330	8651043	3574	1	4259	8	128
1771614345	277	1908	23380	0	1034496	6593	0	55	0	31058860	20423	8669421	3657	1	4290	8	128
1771614347	279	1908	23380	0	1034496	6593	0	55	0	31444004	20460	9054569	3694	1	4322	8	128
1771614349	281	1908	23380	0	1034496	6593	0	55	0	31444168	20462	9054773	3696	1	4354	8	128
1771614351	283	1908	23380	0	1034496	6593	0	55	0	31445212	20473	9055808	3707	1	4385	8	128
1771614353	285	1908	23380	0	1034496	6593	0	55	0	32192614	21059	9069328	3745	1	4414	8	128
1771614355	287	1908	23380	0	1034496	6593	0	55	0	32241277	21073	9118045	3759	1	4444	8	128
1771614357	289	1908	23380	0	1034496	6593	0	55	0	32248213	21092	9127967	3772	1	4475	8	128
1771614359	291	1908	23380	0	1034496	6593	0	55	0	33310919	21653	9539040	3850	1	4507	8	128
1771614361	293	1908	23380	0	1034496	6593	0	55	0	33345459	21717	9576451	3916	1	4539	8	128
1771614363	295	1908	23380	0	1034496	6593	0	55	0	33345670	21719	9576808	3919	1	4571	8	128
1771614365	297	1908	23380	0	1034496	6593	0	55	0	34000747	22236	9586754	3954	1	4599	8	128
1771614367	299	1908	23380	0	1034496	6593	0	55	0	34007152	22251	9592456	3962	1	4631	8	128
1771614369	301	1908	23380	0	1034496	6593	0	55	0	34442299	22592	9600302	3982	1	4664	8	128
1771614371	303	1908	23380	0	1034496	6593	0	55	0	34506443	22628	9662340	4016	1	4695	8	128
1771614373	305	1908	23380	0	1034496	6593	0	55	0	34506631	22630	9662560	4018	1	4724	8	128
1771614375	307	1908	23380	0	1034496	6593	0	55	0	34912283	22974	9673898	4067	1	4755	8	128
1771614377	309	1908	23380	0	1034496	6593	0	55	0	35295898	23006	10057719	4100	1	4786	8	128
1771614379	311	1908	23380	0	1034496	6593	0	55	0	35780887	23390	10064140	4129	1	4817	8	128
1771614381	313	1908	23380	0	1034496	6593	0	55	0	35813665	23416	10100314	4157	1	4849	8	128
1771614383	315	1908	23380	0	1034496	6593	0	55	0	35814283	23422	10102978	4162	1	4878	8	128
1771614385	317	1908	23380	0	1034496	6593	0	55	0	36194523	23476	10483136	4215	1	4910	8	128
1771614387	319	1908	23380	0	1034496	6593	0	55	0	36194817	23480	10483486	4219	1	4943	8	128
1771614389	321	1908	23380	0	1034496	6593	0	55	0	36632566	23823	10488930	4239	1	4971	8	128
1771614391	323	1908	23380	0	1034496	6593	0	55	0	36634684	23837	10493882	4254	1	5003	8	128
1771614393	325	1908	23380	0	1034496	6593	0	55	0	36634770	23838	10493980	4255	1	5035	8	128
1771614395	327	1908	23380	0	1034496	6593	0	55	0	36705045	23853	10564281	4270	1	5067	8	128
1771614397	328	1908	23380	0	1034496	6593	0	55	0	36713017	23880	10574643	4291	1	5094	8	128
1771614399	331	1908	23380	0	1034496	6593	0	55	0	36713112	23881	10574754	4292	1	5126	8	128
1771614401	333	1908	23380	0	1034496	6593	0	55	0	37101467	23983	10963135	4394	1	5159	8	128
1771614403	335	1908	23380	0	1034496	6593	0	55	0	37102625	23991	10966942	4403	1	5190	8	128
1771614405	337	1908	23380	0	1034496	6593	0	55	0	37103368	23996	10970674	4411	1	5223	8	128
1771614407	339	1908	23380	0	1034496	6593	0	55	0	37103845	24001	10971014	4415	2	5252	8	128
1771614409	341	1908	23380	0	1034496	6593	0	55	0	37105392	24005	10974098	4420	2	5284	8	128
1771614411	343	1908	23380	0	1034496	6593	0	55	0	37209815	24020	11078774	4436	2	5315	8	128
1771614413	345	1908	23380	0	1034496	6593	0	55	0	37209967	24022	11078872	4437	2	5347	8	128
1771614415	347	1908	23380	0	1034496	6593	0	55	0	37644510	24120	11513455	4535	2	5376	8	128
1771614417	349	1908	23380	0	1034496	6593	0	55	0	37645212	24128	11514364	4543	2	5408	8	128
1771614419	351	1908	23380	0	1034496	6593	0	55	0	37645298	24129	11514462	4544	2	5439	8	128
1771614421	353	1908	23380	0	1034496	6593	0	55	0	37698601	24145	11570983	4563	2	5471	8	128
1771614423	355	1908	23380	0	1034496	6593	0	55	0	37700621	24151	11579753	4574	2	5500	8	128
1771614425	357	1908	23380	0	1034496	6593	0	55	0	37703036	24173	11582180	4596	2	5532	8	128
1771614427	359	1908	23380	0	1034496	6593	0	55	0	38087525	24207	11966681	4629	2	5564	8	128
1771614429	361	1908	23380	0	1034496	6593	0	55	0	38095448	24228	11978958	4648	2	5595	8	128
1771614431	363	1908	23380	0	1034496	6593	0	55	0	38095766	24232	11979499	4653	2	5624	8	128
1771614433	365	1908	23380	0	1034496	6593	0	55	0	38096424	24240	11980599	4663	2	5656	8	128
1771614435	367	1893	23380	0	1034496	6593	0	55	0	38097371	24250	11981623	4674	2	5687	8	128
1771614437	369	1908	23380	0	1034496	6593	0	55	0	38300435	24292	12187558	4717	2	5718	8	128
1771614439	371	1908	23380	0	1034496	6593	0	55	0	38300521	24293	12187656	4718	2	5748	8	128
1771614441	373	1908	23380	0	1034496	6593	0	55	0	38300667	24295	12187816	4720	2	5780	8	128
1771614443	374	1908	23380	0	1034496	6593	0	55	0	38691825	24402	12582030	4830	2	5809	8	128
1771614445	377	1908	23380	0	1034496	6593	0	55	0	38691989	24404	12582234	4832	2	5841	8	128
1771614447	379	1908	23380	0	1034496	6593	0	55	0	38692221	24407	12582492	4835	2	5873	8	128
1771614449	381	1908	23380	0	1034496	6593	0	55	0	38692433	24410	12582716	4838	2	5905	8	128
1771614451	382	1908	23380	0	1034496	6593	0	55	0	38694170	24426	12587701	4855	2	5934	8	128
1771614453	385	1908	23380	0	1034496	6593	0	55	0	38748269	24439	12643211	4870	2	5965	8	128
1771614455	387	1908	23380	0	1034496	6593	0	55	0	38750527	24459	12645481	4890	2	5997	8	128
1771614457	389	1908	23380	0	1034496	6593	0	55	0	39186020	24575	13081000	5006	2	6030	8	128
1771614459	391	1908	23380	0	1034496	6593	0	55	0	39187328	24587	13082013	5015	2	6062	8	128
1771614461	393	1908	23380	0	1034496	6593	0	55	0	39187474	24589	13082173	5017	2	6090	8	128
1771614463	395	1908	23380	0	1034496	6593	0	55	0	39188390	24597	13086287	5028	2	6122	8	128
1771614465	397	1908	23380	0	1034496	6593	0	55	0	39188779	24600	13086605	5031	2	6154	8	128
1771614467	399	1908	23380	0	1034496	6593	0	55	0	39246858	24652	13139541	5074	2	6186	8	128
1771614469	400	1908	23380	0	1034496	6593	0	55	0	39246944	24653	13139639	5075	2	6215	8	128
1771614471	403	1908	23380	0	1034496	6593	0	55	0	39249655	24678	13142574	5101	2	6247	8	128
1771614473	405	1908	23380	0	1034496	6593	0	55	0	39636367	24773	13529298	5196	2	6279	8	128
1771614475	407	1908	23380	0	1034496	6593	0	55	0	39636625	24776	13529777	5200	2	6312	8	128
1771614477	409	1908	23380	0	1034496	6593	0	55	0	39640569	24801	13535784	5220	2	6341	8	128
1771614479	411	1908	23380	0	1034496	6593	0	55	0	39646450	24817	13538557	5237	2	6373	8	128
1771614481	413	1908	23380	0	1034496	6593	0	55	0	39648257	24825	13545599	5248	2	6405	8	128
1771614483	415	1908	23380	0	1034496	6593	0	55	0	39725869	24843	13622088	5267	2	6433	8	128
1771614485	417	1908	23380	0	1034496	6593	0	55	0	39727007	24849	13622824	5274	2	6465	8	128
1771614487	419	1908	23380	0	1034496	6593	0	55	0	39729726	24875	13625755	5301	2	6496	8	128
1771614489	421	1908	23380	0	1034496	6593	0	55	0	40113561	24909	14009895	5338	2	6528	8	128
1771614491	422	1908	23380	0	1034496	6593	0	55	0	40115163	24924	14011153	5349	2	6558	8	128
1771614493	425	1908	23380	0	1034496	6593	0	55	0	40115351	24926	14011365	5351	2	6590	8	128
1771614495	427	1908	23380	0	1034496	6593	0	55	0	40115563	24929	14011589	5354	2	6622	8	128
1771614497	429	1908	23380	0	1034496	6593	0	55	0	40116708	24940	14017079	5368	2	6654	8	128
1771614499	431	1908	23380	0	1034496	6593	0	55	0	40173924	24953	14074351	5381	2	6682	8	128
1771614501	433	1908	23380	0	1034496	6593	0	55	0	40174070	24955	14074511	5383	2	6714	8	128
1771614503	435	1908	23380	0	1034496	6593	0	55	0	40176485	24977	14076938	5405	2	6746	8	128
1771614505	437	1908	23380	0	1034496	6593	0	55	0	40641015	25018	14541146	5445	2	6778	8	128
1771614507	439	1908	23380	0	1034496	6593	0	55	0	40641337	25022	14541604	5450	2	6807	8	128
1771614509	441	1908	23380	0	1034496	6593	0	55	0	40641673	25025	14542116	5453	2	6839	8	128
1771614511	443	1908	23380	0	1034496	6593	0	55	0	40641945	25029	14542402	5457	2	6871	8	128
1771614513	445	1908	23380	0	1034496	6593	0	55	0	40676372	25049	14582553	5481	2	6903	8	128
1771614515	447	1908	23380	0	1034496	6593	0	55	0	40717928	25102	14594419	5509	2	6932	8	128
1771614517	449	1908	23380	0	1034496	6593	0	55	0	40720489	25126	14597006	5533	2	6964	8	128
1771614519	451	1908	23380	0	1034496	6593	0	55	0	41263208	25364	15005745	5654	2	6996	8	128
1771614521	452	1908	23380	0	1034496	6593	0	55	0	41687509	25755	15043810	5791	2	7025	8	128
1771614523	455	1908	23380	0	1034496	6593	0	55	0	41731628	25799	15049846	5818	2	7057	8	128
1771614525	457	1908	23380	0	1034496	6593	0	55	0	41732190	25804	15050435	5824	2	7089	8	128
1771614527	459	1908	23380	0	1034496	6593	0	55	0	41736870	25829	15059829	5854	2	7121	8	128
1771614529	461	1908	23380	0	1034496	6593	0	55	0	41737937	25836	15060151	5857	2	7150	8	128
1771614531	463	1908	23380	0	1034496	6593	0	55	0	44653523	28111	15115348	5997	2	7182	8	128
1771614533	465	1908	23380	0	1034496	6593	0	55	0	44665319	28149	15127050	6024	2	7213	8	128
1771614535	467	1908	23380	0	1034496	6593	0	55	0	45080874	28480	15135145	6049	2	7244	8	128
1771614537	469	1908	23380	0	1034496	6593	0	55	0	45084017	28510	15138310	6079	2	7272	8	128
1771614539	471	1908	23380	0	1034496	6593	0	55	0	45467451	28534	15521756	6103	2	7303	8	128
1771614541	473	1908	23380	0	1034496	6593	0	55	0	45467981	28541	15522337	6110	2	7335	8	128
1771614543	475	1908	23380	0	1034496	6593	0	55	0	45584921	28636	15569930	6169	2	7366	8	128
1771614545	477	1908	23380	0	1034496	6593	0	55	0	46195393	29110	15575472	6192	2	7395	8	128
1771614547	479	1908	23380	0	1034496	6593	0	55	0	48226211	30459	15977347	6321	2	7427	8	128
1771614549	481	1908	23380	0	1034496	6593	0	55	0	48226527	30463	15977675	6325	2	7458	8	128
1771614551	482	1908	23380	0	1034496	6593	0	55	0	49404011	31382	15985465	6367	2	7488	8	128
1771614553	485	1908	23380	0	1034496	6593	0	55	0	49444375	31429	15993403	6384	2	7519	8	128
1771614555	487	1908	23380	0	1034496	6593	0	55	0	50253386	32065	16010498	6435	2	7551	8	128
1771614557	489	1908	23380	0	1034496	6593	0	55	0	50253618	32068	16010756	6438	2	7583	8	128
1771614559	491	1908	23380	0	1034496	6593	0	55	0	50299401	32087	16059581	6459	2	7615	8	128
1771614561	493	1908	23380	0	1034496	6593	0	55	0	51134659	32738	16066442	6494	2	7643	8	128
1771614563	495	1908	23380	0	1034496	6593	0	55	0	51521249	32793	16455880	6547	2	7674	8	128
1771614565	497	1908	23380	0	1034496	6593	0	55	0	51521335	32794	16455978	6548	2	7707	8	128
1771614567	499	1908	23380	0	1034496	6593	0	55	0	52841241	33824	16467477	6598	2	7739	8	128
1771614569	501	1908	23380	0	1034496	6593	0	55	0	52841453	33827	16467701	6601	2	7767	8	128
1771614571	503	1908	23380	0	1034496	6593	0	55	0	53827930	34519	16585691	6650	2	7798	8	128
1771614573	505	1908	23380	0	1034496	6593	0	55	0	53828118	34521	16592402	6657	2	7830	8	128
1771614575	507	1908	23380	0	1034496	6593	0	55	0	54630790	35189	16609051	6735	2	7862	8	128
1771614577	509	1908	23380	0	1034496	6593	0	55	0	55018509	35253	16997535	6799	2	7891	8	128
1771614579	511	1908	23380	0	1034496	6593	0	55	0	55028424	35290	17014026	6830	2	7923	8	128
1771614581	513	1908	23380	0	1034496	6593	0	55	0	55031334	35308	17015801	6846	2	7955	8	128
1771614583	515	1908	23380	0	1034496	6593	0	55	0	56177731	36213	17032073	6913	2	7987	8	128
1771614585	516	1908	23380	0	1034496	6593	0	55	0	56178523	36221	17035606	6923	2	8016	8	128
1771614587	519	1908	23380	0	1034496	6593	0	55	0	57053929	36872	17096004	6970	2	8048	8	128
1771614589	521	1908	23380	0	1034496	6593	0	55	0	57056940	36898	17102011	6998	2	8080	8	128
1771614591	523	1908	23380	0	1034496	6593	0	55	0	57510965	37026	17556090	7126	2	8112	8	128
1771614593	525	1908	23380	0	1034496	6593	0	55	0	58421853	37735	17563159	7162	2	8141	8	128
1771614595	527	1908	23380	0	1034496	6593	0	55	0	58422129	37738	17563590	7166	2	8173	8	128
1771614597	529	1908	23380	0	1034496	6593	0	55	0	59022603	38214	17570578	7202	2	8205	8	128
1771614599	531	1908	23380	0	1034496	6593	0	55	0	59023545	38219	17571433	7208	3	8237	8	128
1771614601	533	1908	23380	0	1034496	6593	0	55	0	59893652	38895	17578534	7245	3	8266	8	128
1771614603	535	1908	23380	0	1034496	6593	0	55	0	59947184	38909	17635228	7261	3	8297	8	128
1771614605	537	1908	23380	0	1034496	6593	0	55	0	59947672	38914	17635710	7266	3	8329	8	128
1771614607	538	1908	23380	0	1034496	6593	0	55	0	60950708	39452	18029527	7350	3	8359	8	128
1771614609	541	1908	23380	0	1034496	6593	0	55	0	60957844	39480	18035620	7376	3	8391	8	128
1771614611	543	1908	23380	0	1034496	6593	0	55	0	61567011	39958	18041808	7406	3	8423	8	128
